date;entity;sector;MDSBIsc;MDSBNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPBNsc;NRABNsc;RUSBIsc;RUSBNsc;AKMBNSc
736055;ЛЕНОБЛБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;ХМБ Открытие;Банки;13;3;12;3;NaN;NaN;NaN;0;8;2;NaN
736055;Еврокоммерц КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
736055;КС-Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Спурт АКБ;Банки;NaN;NaN;NaN;NaN;14;9;NaN;NaN;11;8;NaN
736055;Девон-Кредит АБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Ак Барс АКБ;Банки;13;5;NaN;NaN;12;4;NaN;NaN;9;3;NaN
736055;Камский Горизонт КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Акибанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;БыстроБанк;Банки;14;7;NaN;NaN;14;8;NaN;NaN;NaN;NaN;NaN
736055;РосДорБанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;РИАБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Райффайзен Банк Аваль;Банки;17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;АйМаниБанк;Банки;16;12;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
736055;Эл Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
736055;БКС Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Русский Ипотечный Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;6;NaN;NaN;NaN
736055;Интерактивный Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Ланта-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Альба-Альянс КБ;Банки;15;8;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Чайна Констракшн Банк;Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;БТФ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Нэклис-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Пересвет АКБ;Банки;NaN;NaN;13;4;NaN;NaN;0;NaN;8;2;NaN
736055;Нефтепромбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Алеф-банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736055;Финпромбанк АКБ;Банки;15;9;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Образование АКИБ;Банки;15;9;15;9;NaN;NaN;NaN;4;NaN;NaN;1
736055;Банк Интеза;Банки;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Транснациональный банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
736055;МТС-Банк;Банки;14;NaN;NaN;NaN;13;6;NaN;NaN;9;3;1
736055;РОСБАНК;Банки;10;1;NaN;NaN;9;0;NaN;NaN;5;0;NaN
736055;Русский Стандарт Банк;Банки;14;7;14;6;14;9;NaN;1;10;6;NaN
736055;Российский Капитал АКБ;Банки;NaN;10;NaN;NaN;13;6;0;2;NaN;NaN;NaN
736055;Банк Солидарность;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736055;Век АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Банк ФК Открытие;Банки;12;5;12;3;NaN;NaN;NaN;0;8;2;NaN
736055;Абсолют Банк;Банки;13;5;NaN;NaN;13;6;0;NaN;NaN;NaN;NaN
736055;ОФК Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Банк Клиентский;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
736055;Пробизнесбанк АКБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
736055;Банк СОЮЗ;Банки;NaN;NaN;14;6;NaN;NaN;NaN;NaN;12;9;NaN
736055;МеталлИнвестБанк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736055;БНКВ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;11;8;NaN
736055;Межтрастбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;БЭНК ОФ ЧАЙНА;Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;Генбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Новикомбанк АКБ;Банки;14;7;NaN;NaN;14;8;0;NaN;NaN;NaN;NaN
736055;Инг Банк (Евразия);Банки;9;0;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;Мосуралбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;БИНБАНК;Банки;NaN;NaN;14;7;NaN;NaN;1;2;7;1;NaN
736055;Гарант-Инвест КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
736055;Экономикс-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;МеждФинКлуб АКБ;Банки;14;7;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Банк РасчетовИСбережений;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Трансстройбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;НЗБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Денизбанк Москва;Банки;NaN;NaN;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN
736055;Мидзухо Банк(Москва);Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
736055;ДельтаКредит КБ;Банки;10;1;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;МСП БАНК;Банки;10;1;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;BSTDB Bank;Банки;NaN;NaN;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Креди Агриколь КИБ;Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;ВТБ 24;Банки;10;1;NaN;NaN;NaN;NaN;NaN;NaN;5;0;NaN
736055;Веста ИБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;7;NaN;NaN;NaN
736055;СИБСОЦБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Газбанк КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Солидарность КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Унифин КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Земский банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;ФорБанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Банк КУБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Ермак НГАБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;МеждународКоммерБанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;РусЮгбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;КОР АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Промэнергобанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Энерготрансбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Пойдём! КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
736055;ИТ Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
736055;МИРАФ-БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Инбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Росэнергобанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Промрегионбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Меткомбанк;Банки;15;8;NaN;NaN;NaN;NaN;1;3;NaN;NaN;NaN
736055;НЕВАСТРОЙИНВЕСТ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Транскапиталбанк АКБ;Банки;13;5;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN
736055;Кранбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Банк Северный Кредит;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Банк Агророс;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;АлтайБизнес-Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Зернобанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Центр-Инвест КБ;Банки;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;ИнвестКапиталБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Таврический АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;20;19;NaN
736055;Актив Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;БАНК ГОРОД;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Ситибанк КБ;Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;Банк Инноваций и Развития;Банки;NaN;NaN;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Русский Торговый Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Экономический Союз КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736055;ПИР Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
736055;Центрально-ЕвропБанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;РИТЦ банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4
736055;Банк БКФ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Славия АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Тинькофф Банк;Банки;14;7;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
736055;Держава АКБ;Банки;15;9;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;ОПМ-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Банк Москвы АКБ;Банки;11;NaN;10;1;NaN;NaN;NaN;NaN;7;1;NaN
736055;Инвестторгбанк АКБ;Банки;15;8;14;7;NaN;NaN;NaN;3;NaN;NaN;NaN
736055;ОТП Банк;Банки;12;3;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
736055;ТЭМБР-БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;СВА АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Автоторгбанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;СТРАТЕГИЯ АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Росавтобанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;НРБанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Юниаструм Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Синко-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Эргобанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Мосводоканалбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Евромет АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
736055;ИШБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Авангард АКБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
736055;Банк Развитие-Столица;Банки;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Интеркредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Пульс Столицы КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;17;14;NaN
736055;ИНВЕСТСОЦБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736055;РГС Банк;Банки;14;7;NaN;NaN;NaN;NaN;2;3;NaN;NaN;NaN
736055;Экспобанк;Банки;NaN;NaN;NaN;NaN;14;8;NaN;NaN;9;3;NaN
736055;Нацинвестпромбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;ФДБ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;НС Банк;Банки;15;9;NaN;NaN;NaN;NaN;2;3;NaN;NaN;NaN
736055;Анталбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;ЯР-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
736055;МФБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Руна-банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Банк Жилфинанс;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Русстройбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Транспортный КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Банк Зенит;Банки;13;NaN;NaN;NaN;12;4;NaN;NaN;9;3;NaN
736055;Межтопэнергобанк АКБ;Банки;NaN;NaN;15;8;NaN;NaN;NaN;3;NaN;NaN;NaN
736055;Фондсервисбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;10;6;NaN
736055;Европлан Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Легион АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;БАНК ИТБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;РМБ КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736055;Лайтбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;ЛОКО-Банк КБ;Банки;14;6;NaN;NaN;13;6;1;NaN;NaN;NaN;NaN
736055;НК Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;ПетербургСоцКомБанк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;УралКапиталБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
736055;Алмазэргиэнбанк АКБ;Банки;NaN;NaN;NaN;NaN;12;4;1;NaN;NaN;NaN;NaN
736055;БАНК УРАЛСИБ;Банки;14;NaN;13;NaN;14;NaN;NaN;NaN;10;5;NaN
736055;Алтайкапиталбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
736055;Кубань Кредит КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;10;6;NaN
736055;ЮГ-Инвестбанк АБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Банк Резерв;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;СЭБ Банк;Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;Экспресс-Волга АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
736055;Развитие КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;АК Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;ПримСоцБанк СКБ;Банки;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
736055;Траст Капитал Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4
736055;РБР АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;ИнтехБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;2
736055;РОСТ БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Татфондбанк АИКБ;Банки;14;7;14;7;NaN;NaN;2;3;NaN;NaN;1
736055;Банк Йошкар-Ола;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
736055;БАНК СГБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Прайм Финанс Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Джей энд Ти Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Агропромкредит КБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;НОТА-Банк;Банки;14;7;14;7;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;ББР Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Горбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736055;Приморье АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736055;Эксперт Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Мегаполис КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Стройлесбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Оренбург КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736055;Екатеринбург Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;Углеметбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
736055;КОШЕЛЕВ-БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Банк БФА;Банки;NaN;NaN;14;7;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;БалтИнвестБанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
736055;Нефтяной Альянс КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Евроазиатский ИнвестБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;ПроКоммерцБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;СБ Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;10;20;NaN;NaN;NaN
736055;Нордеа Банк;Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;Мастер-Капитал АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;БФГ-Кредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;2
736055;Рублев КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;2
736055;Внешпромбанк;Банки;14;7;13;5;NaN;NaN;0;2;NaN;NaN;NaN
736055;Промсвязьбанк;Банки;13;NaN;12;3;NaN;NaN;NaN;1;9;3;NaN
736055;Гранд Инвест Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Военно-Промбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Росевробанк;Банки;13;4;NaN;NaN;12;4;NaN;2;NaN;NaN;NaN
736055;Москомбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Профит Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
736055;Интерпромбанк КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736055;Маст-банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Эйч-эс-би-си Банк (РР);Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;Соверен Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Банк Казани КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Газэнергобанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
736055;СИАБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
736055;Банк ЦЕРИХ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Оранжевый КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
736055;ФИА-банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;8;NaN;NaN;NaN
736055;Вега-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Союзный КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;ВсероссБРР;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Райффайзенбанк;Банки;11;2;10;1;9;0;NaN;NaN;NaN;NaN;NaN
736055;Первый ЧешскоРоссийКБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Банк Траст;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;10;6;NaN
736055;Данске банк;Банки;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736055;Русьуниверсалбанк;Банки;NaN;NaN;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
736055;Хакасский МБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736055;Кредит Европа Банк;Банки;13;5;NaN;NaN;12;4;NaN;NaN;7;NaN;NaN
736055;МИА КБ;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Россельхозбанк;Банки;11;NaN;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN
736055;РФИ Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736055;Ренессанс Кредит КБ;Банки;15;NaN;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Крайинвестбанк;Банки;NaN;NaN;14;7;14;9;NaN;NaN;NaN;NaN;NaN
736055;Москоммерцбанк;Банки;NaN;NaN;NaN;NaN;17;14;NaN;4;NaN;NaN;NaN
736055;СМП Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;2;NaN;NaN;NaN
736055;Дил-банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Натиксис Банк;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;МБА-Москва;Банки;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;БНП Париба Банк;Банки;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Новый Век КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Нацкорпбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736055;Банк НационалСтандарт;Банки;15;9;14;7;NaN;NaN;1;NaN;NaN;NaN;1
736055;Миллениум Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736055;ТРОЙКА-Д БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;11;8;NaN
736055;Сумитомо Мицуи Рус Банк;Банки;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;Банк НФК;Банки;15;9;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736055;БРТ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
736055;Банк РЕСО Кредит;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
